Job Title,Company Name,Job Qualifications,URL,Type,Work Hours,Kota,Georeferenced,Longitude,Latitude
Python Machine Learning,Demandlane,"AWS Lambda, Amazon Redshift, Amazon Web Services (AWS), Data Science, Machine Learning, Pandas (Software), PyTorch, Python (Programming Language), Tableau, and TensorFlow",https://www.linkedin.com/jobs/search/?currentJobId=4014358169&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Full-Time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Python Machine Learning,Demandlane,"AWS Lambda, Amazon Redshift, Amazon Web Services (AWS), Data Science, Machine Learning, Pandas (Software), PyTorch, Python (Programming Language), Tableau, and TensorFlow",https://www.linkedin.com/jobs/search/?currentJobId=4014358169&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Full-Time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Computer Aided Design Engineer,Eterna Indonesia,"3D Modeling, AutoCAD, Computer-Aided Design (CAD), Design Engineering, Revit, SketchUp, Solar PV Design, and Technical Drawing",https://www.linkedin.com/jobs/search/?currentJobId=3901312193&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Full-Time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Software Engineer,Videfly,"Amazon Web Services (AWS), Back-End Web Development, C++, JavaScript, Next.js, Node.js, OpenGL, Python (Programming Language), Software Development, and TypeScript",https://www.linkedin.com/jobs/search/?currentJobId=4016413337&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Artificial Intelligence Engineer,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=4017080713&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Full-Time,Surabaya,POINT (112.740515 -7.244582),112.740515,-7.244582
Platform Engineer,Shuffle Up,"Amazon Web Services (AWS), Container Orchestration, Containerization, Continuous Integration and Continuous Delivery (CI/CD), DevOps, Grafana, Infrastructure as code (IaC), Kubernetes, Scripting, Skill Development, and Unconscious Bias Awareness Training",https://www.linkedin.com/jobs/search/?currentJobId=3980306195&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Full-Time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Sales for AI Solutions,Teleakses Solusindo,"Account Management, Communication, Customer Satisfaction, Customer Service, Direct Sales, Negotiation, Sales, Sales Management, Sales Operations, and Sales Processes",https://www.linkedin.com/jobs/search/?currentJobId=4013806703&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Data Scientist,GoTo Group,"Data Science, Deep Learning, Engineering Documentation, Machine Learning, Pattern Recognition, Prediction, Predictive Analytics, PyTorch, Statistical Data Analysis, Technical Documentation",https://www.linkedin.com/jobs/search/?currentJobId=3992117571&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,Samsung Electronics,"Analytics, Data Science, English, Industrial Automation, Manufacturing Processes, Programming Languages, and Python (Programming Language)",https://www.linkedin.com/jobs/search/?currentJobId=4007781153&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Contract,Cikarang,POINT (106.95 -6.15),106.95,-6.15
Analys Programmer,PT Usaha Gedung Mandiri,"Computer Engineering, Computer Science, Databases, Git, JavaScript, Programming, Programming Languages, Python (Programming Language), SQL, SQL Database Administration, Software Development, Web Applications, and jQuery",https://www.linkedin.com/jobs/search/?currentJobId=4013459022&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Contributor,TransPerfect,"Data Entry, Email, Information Technology, and Spam Filtering",https://www.linkedin.com/jobs/search/?currentJobId=3960228593&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Contract,Surabaya,POINT (112.740515 -7.244582),112.740515,-7.244582
Data Scientist,Bank Maybank Indonesia,C++ and Python (Programming Language),https://www.linkedin.com/jobs/search/?currentJobId=4003664133&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,Traveloka,"Analytics, Communication, Data Management, Data Science, Design of Experiments (DOE), Git, Interpersonal Communication, Natural Language Processing (NLP), Problem Solving, Technical Requirements

",https://www.linkedin.com/jobs/search/?currentJobId=3919849049&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Research And Development Scientist,Hormel Pronas Nusantara,"Cost-Benefit Analysis, Formulation, Meat, Product Evaluations, and Research and Development (R&D)",https://www.linkedin.com/jobs/search/?currentJobId=4017792626&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Batang,POINT (109.73091568863286 -6.9064986322177955),109.73091568863286,-6.9064986322177955
Data Scientist,GoTo Group,"Analytical Solutions, Communication, Data Science, Machine Learning, Predictive Analytics, Problem Solving, Python (Programming Language), R (Programming Language), Statistics, Technical Documentation",https://www.linkedin.com/jobs/search/?currentJobId=3962932342&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Internship,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,Traveloka,"Business Requirements, Communication, Data Management, Data Manipulation, Data Science, Interpersonal Communication, Scikit-Learn, Technical Specs, TensorFlow, XGBoost",https://www.linkedin.com/jobs/search/?currentJobId=3982926334&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Science,PT United Tractors Tbk,"Analytics, Artificial Intelligence (AI), Communication, Data Engineering, Data Science, Data Visualization, Natural Language Processing (NLP), Problem Solving, Statistics, Visualization",https://www.linkedin.com/jobs/search/?currentJobId=3977667934&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist User Centric Analytics,Grab,"Apache Spark, Artificial Intelligence (AI), Computer Science, Data Science, Mathematics,Prediction, Python (Programming Language), Statistical Analysis, Statistical Modeling, TensorFlow",https://www.linkedin.com/jobs/search/?currentJobId=4014355649&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Hybrid,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Analyst,ASTRO,"Attention to Detail, Business Analytics, Critical Thinking, Data Analysis, MySQL, Python (Programming Language), and Statistical Tools",https://www.linkedin.com/jobs/search/?currentJobId=4002197158&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Machine Learning Engineer,Traveloka,"Artificial Intelligence (AI), Business Requirements, Data Science, Interpersonal Communication, MLflow, Machine Learning, Pattern Recognition, Scikit-Learn, Technical SpecsTensorFlow",https://www.linkedin.com/jobs/search/?currentJobId=3909120263&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Artificial Intelligence Engineer,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=4017079765&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true,Remote,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,Traveloka,"Business Requirements, Data Management, Data Manipulation, Data Science, Interpersonal Communication, Machine Learning, SQL, Scikit-Learn, Technical Requirements, Technical Specs",https://www.linkedin.com/jobs/search/?currentJobId=3987506333&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Full Stack Engineer,Quant Reports,"Cascading Style Sheets (CSS), Django, Full-Stack Development, HTML, Programming, SASS, Software Development, Vue.js, Web Applications, and Web Development",https://www.linkedin.com/jobs/search/?currentJobId=4014192628&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Hybrid,Full-Time,Denpasar,POINT (115.21671667855678 -8.671656304136919),115.21671667855678,-8.671656304136919
Software Engineer,Match Made,"Computer Science, Programming, Programming Languages, Software Development, and Web Applications",https://www.linkedin.com/jobs/search/?currentJobId=3986196797&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Hybrid,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Artificial Intelligence & Data  ID,Deloitte,"Analytics, Big Four Accounting Firms, Data Ingestion, ETL Tools, Extract, Transform, Load (ETL), Google Cloud Dataflow, Problem Solving, Project Teams, Service Orientation (Social), Strategy to Execution",https://www.linkedin.com/jobs/search/?currentJobId=3975013615&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,Shopee,"Business Process, Computer Science, Data Engineering, Data Models, Data Science, Data Visualization, Optimization, Pattern Recognition, Predictive Analytics, Statistical Data Analysis",https://www.linkedin.com/jobs/search/?currentJobId=4000193580&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,Kredivo Group,"Artificial Intelligence (AI), Data Science, Deep Learning, Econometrics, English, Machine Learning, MySQL, PostgreSQL, Python (Programming Language), and SQL",https://www.linkedin.com/jobs/search/?currentJobId=3967875616&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Hybrid,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,GoTo Group,"Computer Science,Data Manipulation, Data Science, Machine Learning, Python (Programming Language), SQL, Statistical Analysis, Statistics, Technical Documentation, Visualization",https://www.linkedin.com/jobs/search/?currentJobId=3973608232&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Artificial Intelligence Engineer,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=4017084003&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Remote,Full-Time,Yogyakarta,POINT (110.36450235280027 -7.800954474217425),110.36450235280027,-7.800954474217425
ECommerce Data Analyst,Rocketindo,"Analytical Skills, Attention to Detail, Communication, Digital Marketing, Keyword Research, Leadership, Marketing, Oral Communication, SQL, and Search Engine Optimization (SEO)",https://www.linkedin.com/jobs/search/?currentJobId=4007626361&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Contributor,TransPerfect,"Data Entry, Email, Information Technology, Spam Filtering",https://www.linkedin.com/jobs/search/?currentJobId=3960231565&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Remote,Contract,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
AI Engineer,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=4017077990&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Remote,Full-Time,Malang,POINT (112.65 -7.98),112.65,-7.98
AI Data Scientist,Samsung Electronics Southeast Asia & Oceania,"Analytical Skills, Analytics, Data Analysis, Data Analytics, Data Engineering, Data Science, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, Resolving Issues",https://www.linkedin.com/jobs/search/?currentJobId=3954053070&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,DANA Indonesia,"Cluster Analysis, Communication, Data Analytics, Data Science, Natural Language Processing (NLP), Presentations, Problem Solving, R (Programming Language), SQL Server Reporting Services (SSRS), Statistical Software",https://www.linkedin.com/jobs/search/?currentJobId=3996165269&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Analytic,"PT. Erajaya Swasembada, Tbk.","Business Analysis, Business Relationship Management, Communication, Data Analysis, Data Analytics, Data Modeling, Identifying Trends, Market Research, Presentations, Sales Forecasting
",https://www.linkedin.com/jobs/search/?currentJobId=4018222277&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
L1  SOC Analyst,Wolkk.,"Cloud Security, Linux Security, Microsoft Entra ID, Security Incident Response, and Security Information and Event Management (SIEM)",https://www.linkedin.com/jobs/search/?currentJobId=4017687315&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Associate Data Scientist,tiket.com,"Artificial Intelligence (AI), Communication, Data Analysis, Data Analytics, Data Mining, Data Science, Machine Learning, Pattern Recognition, Predictive Modeling, Problem Solving",https://www.linkedin.com/jobs/search/?currentJobId=3961117983&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Hybrid,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Sustainability Data Analyst,PT Lion Super Indo,"Data Analysis, Data Analytics, and Environmental, Social, and Governance (ESG)",https://www.linkedin.com/jobs/search/?currentJobId=3996426597&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,klikit,"Analytics, \Attention to Detail, Communication, Data Analysis, Data Analytics, Data Collection, Data Governance, Data Science, Natural Language Processing (NLP), Problem Solving",https://www.linkedin.com/jobs/search/?currentJobId=4011461166&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,Hybrid,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,EMQ Inc.,"Data Science, Machine Learning, Python (Programming Language), R (Programming Language), SQL, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=4004155534&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=25,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Architect,Agoda,"DWH,Data Analytics, Data Architecture, Data Engineering, Data Governance, Data Models, Data Quality, Databases, Extract, Transform, Load (ETL), Query Writing",https://www.linkedin.com/jobs/search/?currentJobId=3981981267&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-Time,Bali,POINT (115.2079136078647 -8.382627730607549),115.2079136078647,-8.382627730607549
Data Architect,Agoda,"DWH, Data Analytics, Data Architecture, Data Engineering, Data Governance, Data Models, Data Quality, Databases, Extract, Transform, Load (ETL), Query Writing",https://www.linkedin.com/jobs/search/?currentJobId=3981981267&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-Time,Bali,POINT (115.2079136078647 -8.382627730607549),115.2079136078647,-8.382627730607549
iOS Engineer,Flex AI,"Cascading Style Sheets (CSS), JSON, Mobile Application Development, Model-View-Controller (MVC), Model-view-viewmodel (MVVM), Objective-C, Python (Programming Language), Swift (Programming Language), iOS, and iOS Development",https://www.linkedin.com/jobs/search/?currentJobId=3992822344&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Remote,Full-Time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Data Analyst,Shopee,"Communication, Data Science, Data Visualization, Statistics, Bahasa Indonesia, Business Analysis, Dashboards",https://www.linkedin.com/jobs/search/?currentJobId=3611204797&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Security Engineering   DevSecOps,Traveloka,"Communication, Good Clinical Practice (GCP), Independent Contributor, Project Management, Repositories, Security Assurance, Security Engineering, , Software Development, Technical Understanding, Technology Security",https://www.linkedin.com/jobs/search/?currentJobId=3909115853&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data & AI Engineering,Accenture Southeast Asia,"Analytical Skills, Communication, Data Engineering, Data Modeling, Data Governance, Data Lakes, Data Quality",https://www.linkedin.com/jobs/search/?currentJobId=4017515614&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Analyst,Traveloka,"Analytical Skills, Communication, Data Analytics, Data Modeling, Data Visualization, Problem Solving, Statistics, Data Manipulation, Databases, Statistical Inference",https://www.linkedin.com/jobs/search/?currentJobId=3987507231&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Graduate Analyst Program  Artificial Intelligence & Data  Oct 2024 Intake,Deloitte,"Analytical Skills, Communication, Attention to Detail, Computer Science, Critical Thinking, Geospatial Intelligence, Metadata Management, Presentation Preparation, Presentations, Stressful Situations",https://www.linkedin.com/jobs/search/?currentJobId=3982705348&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Analyst,Lazada,"Analytical Skills, Communication, Business Insights, Key Account Management, Key Accounts, Market Data, Negotiation, New Business Opportunities, Sales Target Management, Strategic Accounts",https://www.linkedin.com/jobs/search/?currentJobId=4018199570&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Muarajawa,POINT (117.25127801657455 -0.8262358101933909),117.25127801657455,-0.8262358101933909
Network Data Analyst,PT XL Axiata Tbk,"Data Analytics, Data Modeling, Data Science, Data Visualization, Critical Thinking, Data Architecture, Data Models, Information Graphics, Presentations, Technical Proficiency",https://www.linkedin.com/jobs/search/?currentJobId=4001436716&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data & Analytics,Prudential Indonesia (PT Prudential Life Assurance),Analytics,https://www.linkedin.com/jobs/search/?currentJobId=4017994509&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Domain   Cortex,Palo Alto Networks,"Cortex, Customer Experience Management, Customer-Focused Selling, Cyber Threat Hunting (CTH), Embraces Change, High-Level Design, Level Design, Problem Finding, Security Information and Event Management (SIEM), Value Realization",https://www.linkedin.com/jobs/search/?currentJobId=4008206932&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Architect,CIMB Niaga,Databases and Hadoop,https://www.linkedin.com/jobs/search/?currentJobId=3943333431&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Tangerang,POINT (106.65 -6.15),106.65,-6.15
Regional Domain   Cortex,Palo Alto Networks,"Customer Experience Management, Cyber Threat Hunting (CTH), EDR, Embraces Change, High-Level Design, Level Design, Problem Finding, Security Incident Response, Security Information and Event Management (SIEM), Value Realization",https://www.linkedin.com/jobs/search/?currentJobId=4008294046&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Contributor,TransPerfect,"Data Entry, Email, Information Technology, and Spam Filtering",https://www.linkedin.com/jobs/search/?currentJobId=3960232487&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Remote,Contract,Bekasi,POINT (106.95 -6.2),106.95,-6.2
Advanced Analysis Engineer Level I,Worley,"Communication, Abaqus, Computational Fluid Dynamics (CFD), Computer Software Training, Computer-Aided Engineering (CAE), Finite Element Analysis (FEA), Mathematical Modeling, Presales, Presentations, Software Sales",https://www.linkedin.com/jobs/search/?currentJobId=3956771659&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Database Engineer –,Agoda,"Data Modeling, Database Development, SQL, Data Architecture, Database Design, Databases, PostgreSQL, Query Optimization, Query Writing, Stored Procedures",https://www.linkedin.com/jobs/search/?currentJobId=3945927535&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-Time,Bali,POINT (115.2079136078647 -8.382627730607549),115.2079136078647,-8.382627730607549
Software Engineer,PT Salam Pacific Indonesia Lines,"Computer Science, JavaScript, Linux, Mobile Application Development, Mobile Applications, PHP, Programming, Relational Databases, SQL, and Web Applications",https://www.linkedin.com/jobs/search/?currentJobId=4013930965&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-Site,Full-Time,Surabaya,POINT (112.740515 -7.244582),112.740515,-7.244582
Electrical Engineer – Renewable Energy,WEnergy Global Pte Ltd,"AutoCAD, Control Systems Design, Electrical Design, Electrical Engineering, IEC, IEEE, PVSyst, Power Distribution, Power Generation, and Project Design",https://www.linkedin.com/jobs/search/?currentJobId=4016497335&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-Site,Full-Time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Sales Engineer,AVSystem,"Customer Support, IP Networking, Internet Protocol Suite (TCP/IP), Linux, Networking, Post-Sales, Pre/Post Sales Engineers, Product Demonstration, Python (Programming Language), Sales Engineering, and Technical Support",https://www.linkedin.com/jobs/search/?currentJobId=4005602031&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Contract,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
UX/UI Engineer,Holdex,"Design Engineering, Figma (Software), Front-End Design, Front-end Engineering, JavaScript, Product Design, TypeScript, User Experience Design (UED), User Interface Design, and Web Design",https://www.linkedin.com/jobs/search/?currentJobId=4007646471&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Remote,Full-Time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
